employee_id,office_id
1000699,1000005
1000745,1000005
1000746,1000005
1000751,1000005
1000752,1000005
1000753,1000005
1000766,1000005
1000768,1000005
1000773,1000005
1000781,1000005
1000782,1000005
1000787,1000005
1000788,1000005
1000789,1000005
1000792,1000005
1000814,1000005
1000818,1000005
1000819,1000005
1000820,1000005
1000821,1000005
1000822,1000005
1000823,1000005
1000825,1000005
1000830,1000005
1000834,1000005
1000835,1000005
1000841,1000005
1000844,1000005
1000865,1000005
1000873,1000005
1000874,1000005
1000876,1000005
1000904,1000005
1000905,1000005
1000909,1000005
1000924,1000005
1000927,1000005
1000929,1000005
1000935,1000005
1000937,1000005
1000939,1000005
1000945,1000005
1000963,1000005
1000970,1000005
1000971,1000005
1000974,1000005
1000975,1000005
1000980,1000005
1001001,1000005
1001029,1000005
1001030,1000005
1001034,1000005
1001038,1000005
1001039,1000005
1001041,1000005
1001045,1000005
1001057,1000005
1001058,1000005
1001059,1000005
1001079,1000005
1001080,1000005
1001086,1000005
1001087,1000005
1001116,1000005
1001117,1000005
1001121,1000005
1001126,1000005
1001127,1000005
1001130,1000005
1001136,1000005
1001137,1000005
1001147,1000005
1001174,1000005
1001175,1000005
1001185,1000005
1001196,1000005
1001200,1000005
1001202,1000005
1001203,1000005
1001204,1000005
1001205,1000005
1001209,1000005
1001211,1000005
1001219,1000005
1001220,1000005
1001221,1000005
1001225,1000005
1001227,1000005
1001232,1000005
1001237,1000005
1001238,1000005
1001242,1000005
1001243,1000005
1001245,1000005
1001260,1000005
1001272,1000005
1001281,1000005
1001282,1000005
1001283,1000005
1001433,1000005
1001434,1000005
1001438,1000005
1001456,1000005
1001457,1000005
1001460,1000005
1001467,1000005
1001468,1000005
1001476,1000005
1001477,1000005
1001482,1000005
1000597,1000006
1000598,1000006
1000599,1000006
1000600,1000006
1000601,1000006
1000602,1000006
1000603,1000006
1000604,1000006
1000700,1000006
1000940,1000006
1001199,1000006
1001201,1000006
1001290,1000006
1001455,1000006
1001470,1000006
1001584,1000006
1001677,1000006
1000580,1000007
1000581,1000007
1000582,1000007
1000583,1000007
1000584,1000007
1000585,1000007
1000586,1000007
1000587,1000007
1000701,1000007
1001620,1000007
1000605,1000008
1000606,1000008
1000607,1000008
1000608,1000008
1000702,1000008
1000778,1000008
1000692,1000009
1000750,1000009
1000838,1000009
1000839,1000009
1000840,1000009
1000851,1000009
1000862,1000009
1000863,1000009
1000875,1000009
1000910,1000009
1000913,1000009
1000914,1000009
1000922,1000009
1000923,1000009
1000926,1000009
1000930,1000009
1000942,1000009
1000966,1000009
1001025,1000009
1001026,1000009
1001028,1000009
1001033,1000009
1001035,1000009
1001036,1000009
1001037,1000009
1001042,1000009
1001043,1000009
1001047,1000009
1001051,1000009
1001053,1000009
1001054,1000009
1001060,1000009
1001075,1000009
1001089,1000009
1001094,1000009
1001110,1000009
1001118,1000009
1001120,1000009
1001129,1000009
1001138,1000009
1001176,1000009
1001177,1000009
1001178,1000009
1001189,1000009
1001190,1000009
1001191,1000009
1001194,1000009
1001195,1000009
1001198,1000009
1001208,1000009
1001210,1000009
1001236,1000009
1001256,1000009
1001262,1000009
1001263,1000009
1001269,1000009
1001270,1000009
1001287,1000009
1001288,1000009
1001291,1000009
1001292,1000009
1001354,1000009
1001392,1000009
1001403,1000009
1001413,1000009
1001419,1000009
1001420,1000009
1001432,1000009
1001435,1000009
1001440,1000009
1001444,1000009
1001452,1000009
1001458,1000009
1001462,1000009
1001469,1000009
1001471,1000009
1001478,1000009
1001566,1000009
1001586,1000009
1001600,1000009
1001603,1000009
1001614,1000009
1001618,1000009
1001628,1000009
1001645,1000009
1001667,1000009
1001689,1000009
1001691,1000009
1001701,1000009
1000638,1000010
1000639,1000010
1000640,1000010
1000641,1000010
1000642,1000010
1000643,1000010
1000644,1000010
1000645,1000010
1000646,1000010
1000647,1000010
1000649,1000010
1000650,1000010
1000651,1000010
1000652,1000010
1000653,1000010
1000704,1000010
1000765,1000010
1000800,1000010
1000842,1000010
1000871,1000010
1000941,1000010
1001018,1000010
1001049,1000010
1001081,1000010
1001082,1000010
1001212,1000010
1001214,1000010
1001226,1000010
1001246,1000010
1001355,1000010
1000664,1000011
1000665,1000011
1000666,1000011
1000667,1000011
1000668,1000011
1000669,1000011
1000670,1000011
1000671,1000011
1000672,1000011
1000673,1000011
1000705,1000011
1000380,1000012
1000381,1000012
1000382,1000012
1000383,1000012
1000384,1000012
1000385,1000012
1000386,1000012
1000387,1000012
1000388,1000012
1000389,1000012
1000390,1000012
1000706,1000012
1000849,1000012
1000850,1000012
1000959,1000012
1001112,1000012
1001113,1000012
1001114,1000012
1001140,1000012
1001141,1000012
1001142,1000012
1001148,1000012
1001286,1000012
1001293,1000012
1001436,1000012
1001481,1000012
1001550,1000012
1001560,1000012
1001561,1000012
1001627,1000012
1001675,1000012
1000674,1000013
1000675,1000013
1000676,1000013
1000677,1000013
1000678,1000013
1000707,1000013
1001055,1000013
1001056,1000013
1001258,1000013
1001259,1000013
1001625,1000013
1000625,1000014
1000626,1000014
1000627,1000014
1000628,1000014
1000629,1000014
1000630,1000014
1000631,1000014
1000632,1000014
1000633,1000014
1000634,1000014
1000635,1000014
1000636,1000014
1000637,1000014
1000708,1000014
1000564,1000015
1000565,1000015
1000566,1000015
1000567,1000015
1000709,1000015
1000710,1000016
1000711,1000017
1000654,1000018
1000655,1000018
1000656,1000018
1000657,1000018
1000658,1000018
1000659,1000018
1000660,1000018
1000661,1000018
1000662,1000018
1000663,1000018
1000712,1000018
1000934,1000018
1000999,1000018
1001002,1000018
1001031,1000018
1001280,1000018
1001475,1000018
1001552,1000018
1001553,1000018
1001554,1000018
1001555,1000018
1001556,1000018
1000363,1000019
1000364,1000019
1000365,1000019
1000366,1000019
1000367,1000019
1000368,1000019
1000369,1000019
1000370,1000019
1000371,1000019
1000372,1000019
1000373,1000019
1000374,1000019
1000375,1000019
1000376,1000019
1000377,1000019
1000378,1000019
1000379,1000019
1000684,1000019
1000713,1000019
1000755,1000019
1000774,1000019
1000780,1000019
1000790,1000019
1000903,1000019
1000958,1000019
1001222,1000019
1001223,1000019
1001224,1000019
1001231,1000019
1001261,1000019
1001356,1000019
1001359,1000019
1001421,1000019
1001441,1000019
1001549,1000019
1001602,1000019
1001608,1000019
1001643,1000019
1001660,1000019
1000609,1000020
1000610,1000020
1000611,1000020
1000612,1000020
1000613,1000020
1000614,1000020
1000615,1000020
1000616,1000020
1000617,1000020
1000618,1000020
1000619,1000020
1000620,1000020
1000621,1000020
1000622,1000020
1000623,1000020
1000624,1000020
1000714,1000020
1000573,1000021
1000574,1000021
1000575,1000021
1000576,1000021
1000577,1000021
1000578,1000021
1000579,1000021
1000715,1000021
1000744,1000021
1000801,1000021
1000802,1000021
1000803,1000021
1000908,1000021
1001023,1000021
1001032,1000021
1001173,1000021
1001239,1000021
1001480,1000021
1001641,1000021
1001661,1000021
1001698,1000021
1000761,1000023
1000762,1000023
1000763,1000023
1000764,1000023
1000864,1000023
1001347,1000023
1000793,1000024
1000794,1000024
1000795,1000024
1000796,1000024
1000797,1000024
1000798,1000024
1000799,1000024
1000933,1000024
1000962,1000024
1000964,1000024
1000965,1000024
1000973,1000024
1001004,1000024
1001020,1000024
1001186,1000024
1001454,1000024
1001611,1000024
1001612,1000024
1001613,1000024
1001693,1000024
1001694,1000024
1000791,1000025
1000808,1000026
1000809,1000026
1000810,1000026
1000811,1000026
1000877,1000027
1000878,1000027
1000879,1000027
1000880,1000027
1000881,1000027
1000882,1000027
1000883,1000027
1000884,1000027
1000885,1000027
1000886,1000027
1000887,1000027
1000888,1000027
1000889,1000027
1000890,1000027
1000891,1000027
1000892,1000027
1000893,1000027
1000894,1000027
1000895,1000027
1000896,1000027
1000898,1000027
1000899,1000027
1000900,1000027
1000901,1000027
1000956,1000029
1000982,1000031
1000983,1000031
1000984,1000031
1000985,1000031
1000986,1000031
1000987,1000031
1000988,1000031
1000989,1000031
1000990,1000031
1000992,1000031
1000993,1000031
1000994,1000031
1000995,1000031
1000996,1000031
1001000,1000031
1001021,1000031
1001022,1000031
1001088,1000031
1001183,1000031
1001184,1000031
1001233,1000031
1001616,1000031
1001631,1000031
1001685,1000031
1001005,1000032
1001006,1000032
1001007,1000032
1001009,1000032
1001010,1000032
1001011,1000032
1001012,1000032
1001013,1000032
1001014,1000032
1001015,1000032
1001360,1000032
1001362,1000032
1001386,1000032
1001387,1000032
1001388,1000032
1001389,1000032
1001391,1000032
1001393,1000032
1001394,1000032
1001411,1000032
1001412,1000032
1001095,1000033
1001096,1000033
1001097,1000033
1001098,1000033
1001099,1000033
1001100,1000033
1001101,1000033
1001102,1000033
1001103,1000033
1001104,1000033
1001105,1000033
1001187,1000033
1001188,1000033
1001206,1000033
1001207,1000033
1001244,1000033
1001303,1000033
1001304,1000033
1001615,1000033
1001686,1000033
1001687,1000033
1001688,1000033
1001247,1000034
1001248,1000034
1001249,1000034
1001251,1000034
1001252,1000034
1001253,1000034
1001254,1000034
1001255,1000034
1001574,1000034
1001294,1000035
1001295,1000035
1001296,1000035
1001297,1000035
1001298,1000035
1001299,1000035
1001300,1000035
1001301,1000035
1001305,1000035
1001306,1000035
1001410,1000035
1001443,1000035
1001463,1000035
1001464,1000035
1001465,1000035
1001466,1000035
1001632,1000035
1001670,1000035
1001684,1000035
1001307,1000036
1001308,1000036
1001309,1000036
1001310,1000036
1001311,1000036
1001312,1000036
1001313,1000036
1001315,1000036
1001316,1000036
1001317,1000036
1001318,1000036
1001319,1000036
1001320,1000036
1001321,1000036
1001322,1000036
1001323,1000036
1001324,1000036
1001325,1000036
1001326,1000036
1001327,1000036
1001328,1000036
1001329,1000036
1001330,1000036
1001331,1000036
1001332,1000036
1001333,1000036
1001390,1000036
1001409,1000036
1001423,1000036
1001424,1000036
1001439,1000036
1001479,1000036
1001551,1000036
1001674,1000036
1001676,1000036
1001696,1000036
1001334,1000037
1001335,1000037
1001336,1000037
1001337,1000037
1001338,1000037
1001339,1000037
1001340,1000037
1001341,1000037
1001342,1000037
1001343,1000037
1001344,1000037
1001346,1000037
1001348,1000038
1001349,1000038
1001350,1000038
1001406,1000039
1001407,1000039
1001408,1000039
1001442,1000039
1001690,1000039
1001425,1000040
1001427,1000040
1001428,1000040
1001429,1000040
1001430,1000040
1001431,1000040
1001483,1000040
1001484,1000040
1001485,1000040
1001486,1000040
1001487,1000040
1001489,1000040
1001490,1000040
1001492,1000040
1001493,1000040
1001494,1000040
1001495,1000040
1001496,1000040
1001497,1000040
1001498,1000040
1001499,1000040
1001500,1000040
1001501,1000040
1001502,1000040
1001503,1000040
1001504,1000040
1001505,1000040
1001506,1000040
1001507,1000040
1001508,1000040
1001509,1000040
1001510,1000040
1001511,1000040
1001512,1000040
1001513,1000040
1001514,1000040
1001515,1000040
1001516,1000040
1001517,1000040
1001518,1000040
1001519,1000040
1001520,1000040
1001521,1000040
1001522,1000040
1001523,1000040
1001524,1000040
1001525,1000040
1001526,1000040
1001527,1000040
1001528,1000040
1001529,1000040
1001530,1000040
1001531,1000040
1001532,1000040
1001533,1000040
1001534,1000040
1001535,1000040
1001536,1000040
1001537,1000040
1001538,1000040
1001539,1000040
1001540,1000040
1001541,1000040
1001542,1000040
1001543,1000040
1001544,1000040
1001545,1000040
1001546,1000040
1001547,1000040
1001548,1000040
1001557,1000040
1001558,1000040
1001559,1000040
1001565,1000040
1001575,1000040
1001579,1000040
1001580,1000040
1001581,1000040
1001583,1000040
1001598,1000040
1001601,1000040
1001604,1000040
1001605,1000040
1001606,1000040
1001607,1000040
1001609,1000040
1001629,1000040
1001630,1000040
1001633,1000040
1001640,1000040
1001642,1000040
1001644,1000040
1001648,1000040
1001658,1000040
1001659,1000040
1001671,1000040
1001692,1000040
1001697,1000040
1001699,1000040
1001702,1000040
1001703,1000040
1001704,1000040
1001705,1000021
1001706,1000021
1001707,1000006
1001708,1000021
1001709,1000021
1001710,1000039
1001711,1000039
1001712,1000039
1001713,1000019
1001714,1000040
1001716,1000021
1001717,1000040
1001718,1000040
1001719,1000040
1001720,1000040
1001721,1000021
1001722,1000003
1001723,1000024
1001724,1000042
1001725,1000042
1001726,1000042
1001727,1000042
1001728,1000042
1001729,1000042
1001730,1000042
1001731,1000042
1001732,1000042
1001733,1000042
1001735,1000040
1001736,1000040
1001737,1000009
1001738,1000007
1001739,1000010
1001740,1000019
1001741,1000034
1001742,1000034
1001743,1000034
1001744,1000034
1001745,1000034
1001746,1000024
1001747,1000040
1001748,1000040
1001749,1000040
1001750,1000040
1001751,1000010
1001752,1000027
1001753,1000040
1001754,1000040
1001755,1000012
1001756,1000039
1001757,1000039
1001758,1000039
1001759,1000039
1001760,1000040
1001762,1000003
1001763,1000009
1001764,1000040
1001765,1000009
1001767,1000040
1001770,1000019
1001771,1000021
1001772,1000036
1001773,1000009
1001774,1000035
1001775,1000009
1001776,1000040
1001777,1000000
1001778,1000040
1001779,1000033
1001780,1000033
1001782,1000039
1001783,1000039
1001784,1000040
1001785,1000035
1001788,1000040
1001790,1000009
1001791,1000000
1001793,1000000
1001794,1000040
1001795,1000040
1001801,1000021
1001802,1000033
1001803,1000039
1001804,1000039
1001805,1000035
1001806,1000024
1001807,1000024
1001809,1000012
1001810,1000012
1001813,1000009
1001814,1000013
1001815,1000003
1001816,1000003
1001817,1000003
1001818,1000033
1001822,1000040
1001823,1000040
1001824,1000012
1001826,1000018
1001827,1000036
1001828,1000003
1001829,1000040
1001830,1000033
1001831,1000003
1001832,1000000
1001833,1000040
1001834,1000040
1001835,1000009
1001836,1000039
1001837,1000039
1001838,1000032
1001842,1000032
1001844,1000032
1001845,1000032
1001846,1000032
1001847,1000032
1001848,1000032
1001850,1000032
1001851,1000032
1001852,1000032
1001853,1000032
1001854,1000032
1001855,1000032
1001857,1000032
1001858,1000032
1001859,1000032
1001860,1000032
1001862,1000032
1001864,1000019
1001865,1000009
1001866,1000039
1001867,1000039
1001868,1000032
1001869,1000032
1001870,1000032
1001874,1000032
1001875,1000032
1001876,1000032
1001877,1000032
1001878,1000032
1001879,1000032
1001882,1000040
1001883,1000033
1001884,1000033
1001885,1000002
1001886,1000003
1001887,1000032
1001888,1000032
1001889,1000032
1001890,1000032
1001891,1000032
1001892,1000032
1001893,1000006
1001894,1000012
1001899,1000003
1001900,1000039
1001902,1000009
1001903,1000024
1001904,1000024
1001905,1000032
1001906,1000039
1001907,1000039
1001908,1000018
1001909,1000018
1001910,1000035
1001911,1000012
1001914,1000019
1001915,1000039
1001917,1000009
1001918,1000009
1001919,1000043
1001920,1000043
1001922,1000035
1001925,1000009
1001926,1000018
1001929,1000044
1001930,1000044
1001931,1000044
1001932,1000044
1001933,1000044
1001934,1000044
1001935,1000044
1001936,1000044
1001937,1000044
1001938,1000044
1001939,1000044
1001940,1000044
1001941,1000044
1001942,1000044
1001943,1000044
1001944,1000044
1001945,1000044
1001946,1000044
1001947,1000044
1001948,1000044
1001949,1000044
1001950,1000044
1001951,1000044
1001952,1000044
1001954,1000009
1001955,1000044
1001956,1000044
1001957,1000044
1001958,1000044
1001959,1000044
1001960,1000032
1001961,1000032
1001962,1000032
1001963,1000032
1001964,1000032
1001965,1000032
1001966,1000032
1001968,1000032
1001969,1000032
1001970,1000032
1001971,1000032
1001972,1000032
1001973,1000044
1001975,1000009
1001976,1000027
1001977,1000021
1001978,1000021
1001979,1000012
1001980,1000019
1001981,1000018
1001982,1000044
1001983,1000012
1001984,1000012
1001986,1000009
1001987,1000018
1001989,1000021
1001990,1000039
1001991,1000009
1001992,1000009
1001993,1000009
1001994,1000018
1001995,1000009
1001996,1000035
1001997,1000012
1001998,1000044
1001999,1000044
1002000,1000009
1002001,1000021
1002002,1000000
1002003,1000018
1002004,1000021
1002005,1000021
1002006,1000000
1002007,1000039
1002008,1000009
1002009,1000002
1002011,1000009
1002012,1000009
1002013,1000035
1002014,1000035
1002016,1000009
1002017,1000002
1002018,1000009
1002020,1000009
1002021,1000012
1002022,1000012
1002023,1000009
1002024,1000009
1002025,1000009
1002026,1000035
1002027,1000035
1002028,1000035
1002029,1000009
1002030,1000044
1002031,1000044
1002032,1000044
1002033,1000044
1002034,1000044
1002035,1000044
1002036,1000044
1002037,1000009
1002038,1000009
1002040,1000000
1002041,1000000
1002042,1000012
1002044,1000005
1002045,1000019
1002046,1000000
1002047,1000012
1002049,1000009
1002050,1000012
1002051,1000024
1002052,1000041
1002053,1000046
1002054,1000046
1002055,1000046
1002056,1000046
1002057,1000046
1002058,1000046
1002059,1000046
1002060,1000046
1002061,1000046
1002062,1000046
1002063,1000046
1002064,1000046
1002065,1000046
1002066,1000046
1002067,1000046
1002068,1000046
1002069,1000000
1002070,1000024
1002071,1000003
1002074,1000009
1002075,1000012
1002076,1000012
1002077,1000019
1002078,1000035
1002080,1000012
1002081,1000018
1001194,1000045
1002082,1000009
1002084,1000046
1002085,1000046
1002086,1000009
1002087,1000035
1002088,1000035
1002089,1000035
1000838,1000045
1002054,1000047
1002056,1000047
1002066,1000047
1002053,1000047
1002068,1000047
1002090,1000009
1002091,1000009
1002074,1000045
1001992,1000045
1002024,1000045
1001689,1000045
1000914,1000045
1001813,1000045
1000750,1000045
1001256,1000045
1000862,1000045
1001586,1000045
1001775,1000045
1002092,1000018
1002023,1000045
1002093,1000002
1001765,1000045
1001835,1000045
1002016,1000045
1002082,1000045
1002091,1000045
1002095,1000009
1002055,1000047
1002020,1000045
1002096,1000019
1002097,1000046
1002025,1000045
1002098,1000009
1002099,1000009
1002065,1000047
1002067,1000047
1002100,1000046
1002101,1000046
1002102,1000046
1002103,1000046
1001986,1000045
1001269,1000045
1001129,1000045
1002105,1000035
1002106,1000035
1002107,1000045
1002110,1000045
1002111,1000012
1002112,1000045
1002113,1000018
1002114,1000018
1002115,1000018
1002059,1000047
1002060,1000047
1002116,1000019
1002117,1000009
1002117,1000045
1002118,1000046
1002119,1000046
1002120,1000046
1002121,1000046
1002122,1000046
1002123,1000035
1002124,1000035
1002125,1000019
1002119,1000047
1002118,1000047
1002126,1000000
1002090,1000045
1002064,1000047
1002127,1000046
1002062,1000047
1002129,1000012
1002112,1000009
1002133,1000046
1002122,1000047
1001036,1000045
1002120,1000047
1002134,1000039
1002135,1000035
1002136,1000012
1002121,1000047
1002137,1000019
1002140,1000035
1002141,1000035
1002142,1000012
1002143,1000019
1002145,1000024
1002146,1000019
1002147,1000035
1002148,1000012
1002149,1000035
1002151,1000035
1002152,1000046
1002153,1000009
1002153,1000045
1002156,1000045
1002157,1000046
1002158,1000019
1002159,1000012
1002160,1000035
1002161,1000035
1002162,1000012
1002163,1000012
1002164,1000012
1002156,1000009
1002165,1000018
1002167,1000039
1001925,1000045
1002057,1000047
1002058,1000047
1002061,1000047
1002168,1000048
1002169,1000048
1002170,1000048
1002171,1000018
1002172,1000018
1002173,1000018
1002175,1000000
1002176,1000035
1002178,1000048
1002179,1000046
1002180,1000018
1002184,1000046
1002185,1000024
1002186,1000019
1002188,1000046
1002189,1000046
1002189,1000047
1002157,1000047
1002179,1000047
1002188,1000047
1002190,1000019
1002192,1000046
1002193,1000009
1002193,1000045
1002194,1000035
1002195,1000035
1002196,1000035
1000875,1000045
1002197,1000009
1002197,1000045
1002198,1000012
1002199,1000046
1002199,1000047
1002200,1000045
1001918,1000045
1002201,1000046
1002201,1000047
1002203,1000046
1002203,1000047
1002205,1000046
1002207,1000012
1002208,1000012
1002049,1000045
1002205,1000047
1002209,1000019
1002210,1000035
1002211,1000035
1002212,1000000
1001191,1000045
1002213,1000019
1002214,1000000
1002215,1000021
1002217,1000039
1002219,1000021
1002220,1000009
1002220,1000045
1002221,1000046
1002221,1000047
1002225,1000035
1002226,1000009
1002226,1000045
1002227,1000000
1002228,1000000
1002229,1000019
1002230,1000009
1002230,1000045
1002231,1000046
1002231,1000047
1002232,1000046
1002232,1000047
1002233,1000046
1002234,1000019
1001790,1000045
1001118,1000045
1002236,1000009
1002237,1000009
1002237,1000045
1002236,1000045
1001701,1000045
1002238,1000046
1002238,1000047
1002239,1000018
1002240,1000019
1002243,1000019
1001047,1000045
1002244,1000009
1002244,1000045
1002245,1000009
1002245,1000045
1002246,1000024
1001403,1000045
1002247,1000046
1002247,1000047
1002249,1000046
1002249,1000047
1002251,1000046
1002252,1000046
1002253,1000019
1002254,1000046
1002256,1000009
1002256,1000045
1002257,1000009
1002257,1000045
1002258,1000031
1002259,1000031
1002260,1000031
1002261,1000031
1002262,1000031
1002263,1000031
1002264,1000031
1002265,1000019
1001288,1000045
1002266,1000009
1002267,1000024
1002266,1000045
1002271,1000019
1002272,1000042
1002273,1000000
1002063,1000047
1002274,1000046
1002275,1000046
1002276,1000046
1002277,1000046
1002278,1000046
1002279,1000046
1002280,1000046
1002281,1000009
1002281,1000045
1002280,1000047
1002274,1000047
1002283,1000046
1002284,1000046
1002292,1000002
1002293,1000000
1002294,1000000
1002295,1000046
1002275,1000049
1002276,1000049
1002277,1000049
1002278,1000049
1002279,1000049
1002295,1000049
1002280,1000049
1002221,1000049
1001291,1000045
1002296,1000009
1002297,1000045
1002298,1000045
1002300,1000039
1002301,1000039
1002302,1000050
1002303,1000050
1002304,1000050
1002305,1000050
1002306,1000050
1002309,1000050
1002310,1000050
1000674,1000050
1002312,1000051
1002313,1000051
1002314,1000021
1002315,1000031
1002316,1000035
1002317,1000024
1002318,1000035
1002320,1000045
1002321,1000051
1002323,1000045
1002323,1000009
1002324,1000051
1002326,1000051
1002327,1000035
1002328,1000021
1002329,1000035
1002331,1000051
1002000,1000045
1002332,1000045
1002333,1000045
1002334,1000018
1002335,1000018
1002336,1000051
1002337,1000021
1002338,1000009
1002338,1000045
1002339,1000045
1002342,1000035
1002344,1000019
1002346,1000021
1002348,1000021
1002349,1000039
1002350,1000039
1002351,1000039
1002352,1000039
1002353,1000045
1002354,1000039
1002356,1000021
1002357,1000051
1002358,1000052
1002359,1000052
1002360,1000052
1002361,1000052
1002362,1000019
1002363,1000050
1002364,1000009
1002364,1000045
1002365,1000051
1002366,1000053
1002367,1000054
1002369,1000054
1002370,1000054
1002372,1000019
1002373,1000054
1002375,1000031
1002376,1000054
1002377,1000035
1002378,1000054
1002379,1000050
1002380,1000035
1002382,1000009
1002382,1000045
1002383,1000039
1002384,1000045
1002385,1000009
1002385,1000045
1002386,1000045
1002387,1000045
1002388,1000039
1002389,1000031
1002390,1000018
1002391,1000050
